composer_id,technique_id,reason,strength,confidence,status
ferruccio-busoni-1866,sonata-principle,"Busoni composed works following the sonata principle, structuring movements with exposition, development, and recapitulation, reflecting classical forms.",0.70,0.90,pending
ferruccio-busoni-1866,modalism,"He incorporated modal techniques, blending traditional modes with late Romantic harmonic language to create unique tonal colors.",0.60,0.80,pending
ferruccio-busoni-1866,atonality,"Later in his career, Busoni experimented with atonality and free tonality, pushing harmonic boundaries beyond traditional tonal centers.",0.50,0.70,pending
ferruccio-busoni-1866,polyrhythm,"Busoni used polyrhythms to create complex rhythmic textures, especially in his piano works and transcriptions.",0.50,0.70,pending
enrique-granados-1867,counterpoint,"Granados employed counterpoint extensively in his piano works and chamber music, reflecting his grounding in classical traditions.",0.70,0.90,pending
enrique-granados-1867,ostinato,"He frequently used ostinato patterns to create rhythmic and harmonic foundations, especially in his Spanish-themed compositions.",0.60,0.80,pending
enrique-granados-1867,theme-and-variations,"Granados composed works based on theme and variations, showcasing his skill in developing melodic material.",0.50,0.85,pending
enrique-granados-1867,sonata-principle,"His larger piano works and chamber pieces often follow sonata form structures, adhering to classical formal principles.",0.60,0.90,pending
enrique-granados-1867,modalism,"Granados incorporated modal scales and modes to evoke Spanish folk music and create distinctive harmonic colors.",0.70,0.85,pending
enrique-granados-1867,leitmotif,"In his operatic and dramatic works, Granados used leitmotifs to represent characters and ideas, enhancing narrative coherence.",0.40,0.70,pending
scott-joplin-1868,ostinato,"Joplin frequently used repeating rhythmic and melodic patterns characteristic of ragtime music.",0.90,1.00,pending
scott-joplin-1868,theme-and-variations,"Many of Joplin's compositions develop a main theme with variations, a common practice in ragtime.",0.70,0.90,pending
scott-joplin-1868,counterpoint,"Joplin employed contrapuntal textures by interweaving multiple melodic lines, especially between the left and right hands.",0.60,0.80,pending
scott-joplin-1868,polyrhythm,"His music often features syncopated rhythms against steady bass patterns, creating layered rhythmic complexity.",0.70,0.90,pending
albert-roussel-1869,counterpoint,"Roussel employed counterpoint extensively, reflecting his grounding in classical forms and his interest in complex polyphonic textures.",0.80,0.90,pending
albert-roussel-1869,modalism,"He often used modal scales and modes, drawing on modal harmonies to evoke exotic and archaic atmospheres in his music.",0.70,0.85,pending
albert-roussel-1869,polyrhythm,"Roussel incorporated polyrhythms to create rhythmic complexity and drive, especially in his later works.",0.60,0.80,pending
albert-roussel-1869,sonata-principle,"His compositions frequently follow classical forms such as sonata form, demonstrating structured thematic development.",0.70,0.90,pending
albert-roussel-1869,ostinato,"Roussel used ostinato patterns to build tension and provide rhythmic propulsion in several orchestral and chamber works.",0.50,0.75,pending
albert-roussel-1869,theme-and-variations,"He employed theme and variations technique to explore melodic and harmonic transformations within his compositions.",0.50,0.70,pending
wilhelm-stenhammar-1871,counterpoint,"Stenhammar employed traditional contrapuntal techniques in his chamber and orchestral works, reflecting his grounding in late Romantic and early 20th-century compositional practices.",0.70,0.90,pending
wilhelm-stenhammar-1871,sonata-principle,"His symphonies and piano works often follow the sonata principle, with clear exposition, development, and recapitulation sections.",0.80,0.95,pending
wilhelm-stenhammar-1871,theme-and-variations,"Stenhammar used theme and variations form notably in his piano and orchestral compositions, showcasing his melodic and harmonic inventiveness.",0.60,0.85,pending
wilhelm-stenhammar-1871,modalism,"He incorporated modal elements in his harmonic language, drawing on Nordic folk influences and late Romantic modal tendencies.",0.50,0.80,pending
wilhelm-stenhammar-1871,ostinato,"Ostinato patterns appear in some of his works to create rhythmic drive and structural cohesion.",0.40,0.70,pending
alexander-von-zemlinsky-1871,atonality,"Zemlinsky incorporated atonal passages in his late works, reflecting the influence of the Second Viennese School and moving beyond traditional tonal harmony.",0.70,0.90,pending
alexander-von-zemlinsky-1871,counterpoint,"He employed contrapuntal writing extensively, demonstrating mastery of polyphonic textures rooted in late-Romantic and early modern traditions.",0.80,0.95,pending
alexander-von-zemlinsky-1871,leitmotif,"Zemlinsky used leitmotifs to unify his operatic and programmatic works, a technique inherited from Wagnerian influence.",0.60,0.85,pending
alexander-von-zemlinsky-1871,sonata-principle,"His compositions often follow the sonata principle, structuring movements with exposition, development, and recapitulation sections.",0.70,0.90,pending
alexander-von-zemlinsky-1871,modalism,"Zemlinsky occasionally used modal scales and harmonies, blending traditional modes with late-Romantic chromaticism.",0.40,0.70,pending
alexander-scriabin-1872,atonality,"Scriabin progressively moved towards atonality in his late works, abandoning traditional tonal centers to explore mystic and complex harmonic structures.",0.80,0.95,pending
alexander-scriabin-1872,polyrhythm,"He employed polyrhythms to create complex rhythmic textures, especially in his later piano compositions.",0.60,0.80,pending
alexander-scriabin-1872,counterpoint,"Scriabin used counterpoint in his earlier works, integrating multiple independent melodic lines within his compositions.",0.50,0.85,pending
alexander-scriabin-1872,theme-and-variations,"He utilized theme and variations form in several piano works, developing motifs through transformation and elaboration.",0.40,0.70,pending
alexander-scriabin-1872,sonata-principle,"Scriabin's early piano sonatas follow the sonata principle, employing exposition, development, and recapitulation structures.",0.50,0.90,pending
ralph-vaughan-williams-1872,modalism,"Vaughan Williams extensively used modal scales and modes derived from English folk music, which shaped his harmonic language and melodic style.",0.90,1.00,pending
ralph-vaughan-williams-1872,cantus-firmus,"He often incorporated cantus firmus techniques, drawing on early music traditions and plainchant as structural elements in his compositions.",0.70,0.90,pending
ralph-vaughan-williams-1872,counterpoint,"Counterpoint was a fundamental part of his compositional technique, reflecting his study of Renaissance and Baroque music.",0.80,1.00,pending
ralph-vaughan-williams-1872,ostinato,"Vaughan Williams used ostinato patterns to create rhythmic and harmonic foundations in several works, often inspired by folk dance rhythms.",0.60,0.80,pending
ralph-vaughan-williams-1872,theme-and-variations,"He employed theme and variations form in many compositions, developing folk melodies and original themes through variation techniques.",0.70,0.90,pending
ralph-vaughan-williams-1872,sonata-principle,"Vaughan Williams used sonata form structures in symphonies and chamber works, adapting classical forms with his modal and folk-influenced language.",0.60,0.85,pending
sergei-rachmaninoff-1873,counterpoint,"Rachmaninoff employed counterpoint extensively in his compositions, particularly in his fugues and complex polyphonic textures.",0.70,0.90,pending
sergei-rachmaninoff-1873,ostinato,"He frequently used ostinato patterns to create rhythmic drive and harmonic foundation in his works.",0.60,0.85,pending
sergei-rachmaninoff-1873,theme-and-variations,"Rachmaninoff often developed themes through variations, showcasing his melodic and harmonic inventiveness.",0.70,0.90,pending
sergei-rachmaninoff-1873,sonata-principle,"His large-scale works, including piano sonatas and symphonies, follow the sonata principle in their formal structure.",0.80,0.95,pending
sergei-rachmaninoff-1873,leitmotif,"Rachmaninoff used leitmotifs to represent characters or ideas, especially in his operas and programmatic works.",0.50,0.70,pending
sergei-rachmaninoff-1873,ground-bass,"He occasionally used ground bass patterns as a structural and harmonic basis in some compositions.",0.40,0.60,pending
sergei-rachmaninoff-1873,polyrhythm,"Rachmaninoff incorporated polyrhythms to add rhythmic complexity and texture in his piano and orchestral writing.",0.50,0.70,pending
max-reger-1873,counterpoint,"Max Reger extensively employed counterpoint, drawing on Baroque traditions and integrating complex contrapuntal textures in his compositions.",0.90,1.00,pending
max-reger-1873,theme-and-variations,"Reger frequently used theme and variations form, elaborating on melodic material with intricate harmonic and contrapuntal development.",0.70,0.90,pending
max-reger-1873,sonata-principle,"He often structured large-scale works according to sonata form principles, reflecting classical formal organization within a late-Romantic harmonic language.",0.60,0.90,pending
max-reger-1873,ostinato,"Reger used ostinato patterns to create rhythmic and harmonic foundations, especially in organ and piano works.",0.50,0.80,pending
max-reger-1873,modalism,"He incorporated modal elements, particularly in his choral and organ music, blending traditional modes with late-Romantic chromaticism.",0.40,0.70,pending
max-reger-1873,atonality,"While not fully atonal, Reger's harmonic language pushed tonality to its limits, employing dense chromaticism and ambiguous tonal centers.",0.30,0.80,pending
max-reger-1873,polyrhythm,"Reger occasionally used polyrhythms to enhance textural complexity and rhythmic interest in his compositions.",0.30,0.70,pending
franz-schmidt-1874,counterpoint,"Franz Schmidt extensively used counterpoint in his symphonic and chamber works, reflecting his grounding in late-Romantic compositional traditions.",0.80,0.90,pending
franz-schmidt-1874,theme-and-variations,"He employed theme and variations form notably in his orchestral and chamber music, showcasing his mastery of developmental techniques.",0.70,0.85,pending
franz-schmidt-1874,sonata-principle,"Schmidt's large-scale works often follow the sonata principle, structuring movements with exposition, development, and recapitulation.",0.75,0.90,pending
franz-schmidt-1874,modalism,"He occasionally incorporated modal elements to enrich harmonic language, blending late-Romantic tonality with modal inflections.",0.40,0.70,pending
franz-schmidt-1874,cantus-firmus,"Schmidt used cantus firmus techniques in some choral and orchestral works, reflecting his interest in earlier sacred music traditions.",0.30,0.60,pending
arnold-schoenberg-1874,serialism,"Schoenberg pioneered the twelve-tone technique, a form of serialism, organizing pitches in a fixed series to structure compositions.",1.00,1.00,pending
arnold-schoenberg-1874,atonality,"He was a key figure in the development of atonal music, composing works that avoid traditional tonal centers.",1.00,1.00,pending
arnold-schoenberg-1874,counterpoint,"Schoenberg employed counterpoint extensively, integrating traditional contrapuntal techniques within his modernist style.",0.70,1.00,pending
arnold-schoenberg-1874,leitmotif,"He used leitmotifs to provide thematic coherence and expressive depth, especially in his operatic and vocal works.",0.50,0.80,pending
arnold-schoenberg-1874,theme-and-variations,"Schoenberg composed works using theme and variations form, adapting classical structures to his harmonic language.",0.40,0.70,pending
josef-suk-1874,counterpoint,"Josef Suk employed counterpoint extensively, reflecting his grounding in the late Romantic tradition and his studies with Dvořák, using interweaving melodic lines to create rich textures.",0.80,0.90,pending
josef-suk-1874,theme-and-variations,"Suk often used theme and variations form, notably in works like his 'Pohádka' and other chamber pieces, developing motifs through variation techniques.",0.70,0.85,pending
josef-suk-1874,sonata-principle,"His symphonic and chamber works frequently follow the sonata principle, structuring movements with exposition, development, and recapitulation.",0.70,0.90,pending
josef-suk-1874,modalism,"Suk incorporated modal elements derived from Czech folk music and his nationalistic style, enriching his harmonic language beyond traditional major-minor tonality.",0.60,0.80,pending
josef-suk-1874,ostinato,"He used ostinato patterns in some orchestral and chamber works to build tension and rhythmic drive, a technique common in late Romantic and early 20th-century music.",0.50,0.70,pending
gustav-holst-1874,modalism,"Holst frequently employed modal scales and modes, especially in works like The Planets, to evoke ancient and folk-like atmospheres.",0.90,1.00,pending
gustav-holst-1874,ostinato,"He used repeating rhythmic and melodic patterns, notably in movements such as 'Mars' from The Planets, to create driving momentum.",0.80,1.00,pending
gustav-holst-1874,counterpoint,"Holst incorporated contrapuntal textures in his choral and orchestral works, reflecting his strong grounding in traditional compositional techniques.",0.70,0.90,pending
gustav-holst-1874,theme-and-variations,"He used theme and variations form in several works, developing melodic material through variation techniques.",0.60,0.80,pending
gustav-holst-1874,sonata-principle,"Holst employed sonata form structures in some of his larger orchestral works, adhering to classical formal principles.",0.50,0.70,pending
gustav-holst-1874,polyrhythm,"He occasionally used overlapping rhythmic patterns and complex meters, contributing to the rhythmic vitality of his music.",0.40,0.70,pending
charles-ives-1874,polytonality,"Ives frequently used multiple keys simultaneously to create complex harmonic textures and express multiple musical ideas at once.",0.90,1.00,pending
charles-ives-1874,polyrhythm,"He employed overlapping and contrasting rhythmic patterns to enhance rhythmic complexity and tension.",0.80,1.00,pending
charles-ives-1874,polymeter,"Ives often layered different meters simultaneously, contributing to the rhythmic complexity of his compositions.",0.70,0.90,pending
charles-ives-1874,counterpoint,"He used contrapuntal techniques to weave independent melodic lines together, reflecting his deep knowledge of traditional compositional methods.",0.70,1.00,pending
charles-ives-1874,aleatoric,"Ives incorporated elements of chance and performer choice in some works, allowing for variability in performance.",0.50,0.80,pending
charles-ives-1874,extended-techniques,"He sometimes used unconventional instrumental effects to expand the sonic palette of his music.",0.40,0.70,pending
charles-ives-1874,theme-and-variations,"Ives employed theme and variations form to develop musical ideas through transformation and elaboration.",0.60,0.90,pending
charles-ives-1874,modalism,"He used modal scales and harmonies alongside traditional tonal and atonal elements to create unique harmonic colors.",0.50,0.80,pending
maurice-ravel-1875,extended-techniques,"Ravel frequently employed extended instrumental techniques to explore new timbres and effects, especially in his orchestration.",0.80,1.00,pending
maurice-ravel-1875,polyrhythm,"He used polyrhythms to create complex rhythmic textures, notably in works like 'Boléro' and 'Daphnis et Chloé'.",0.70,0.90,pending
maurice-ravel-1875,counterpoint,"Ravel utilized counterpoint to develop intricate melodic interplay, reflecting his classical training and interest in Baroque forms.",0.60,0.95,pending
maurice-ravel-1875,ostinato,"Ostinato patterns are central in pieces like 'Boléro', where a repeating rhythmic and melodic figure drives the entire composition.",0.90,1.00,pending
maurice-ravel-1875,theme-and-variations,"Ravel composed works based on theme and variations, such as 'Le Tombeau de Couperin', showcasing his mastery of variation technique.",0.70,0.90,pending
maurice-ravel-1875,sonata-principle,"He employed sonata form structures in several piano and orchestral works, adhering to classical formal principles with modern harmonic language.",0.60,0.85,pending
maurice-ravel-1875,modalism,"Ravel incorporated modal scales and harmonies to evoke exotic and impressionistic atmospheres, evident in works like 'Shéhérazade'.",0.70,0.90,pending
maurice-ravel-1875,polytonality,"He occasionally used polytonality to create harmonic color and tension, as seen in some of his later works.",0.50,0.80,pending
reinhold-gliere-1875,counterpoint,"Glière employed traditional contrapuntal techniques in his orchestral and chamber works, reflecting his grounding in late Romantic and early 20th-century compositional practices.",0.80,0.90,pending
reinhold-gliere-1875,ostinato,"He frequently used ostinato patterns to build rhythmic and harmonic foundations, especially in his ballet and symphonic compositions.",0.60,0.80,pending
reinhold-gliere-1875,theme-and-variations,"Glière often structured movements or entire works around theme and variations, showcasing his classical influences and melodic development skills.",0.70,0.85,pending
reinhold-gliere-1875,sonata-principle,"His symphonic works typically follow the sonata principle, with clear exposition, development, and recapitulation sections.",0.90,0.95,pending
reinhold-gliere-1875,modalism,"Glière incorporated modal scales and harmonies, drawing on Russian folk music traditions to enrich his tonal palette.",0.50,0.80,pending
reinhold-gliere-1875,leitmotif,"In his ballets and programmatic works, Glière used leitmotifs to represent characters or ideas, aligning with late Romantic narrative techniques.",0.40,0.70,pending
manuel-de-falla-1876,modalism,"Manuel de Falla extensively used modal scales and modes derived from Spanish folk music to evoke traditional and regional colors in his compositions.",0.90,1.00,pending
manuel-de-falla-1876,ostinato,"He frequently employed ostinato patterns, especially rhythmic and melodic repetitions, to create hypnotic and dance-like effects in works such as 'El amor brujo'.",0.80,1.00,pending
manuel-de-falla-1876,counterpoint,"De Falla used counterpoint to develop textures and interplay between voices, reflecting his grounding in classical and baroque traditions.",0.60,0.90,pending
manuel-de-falla-1876,theme-and-variations,"He applied theme and variations technique in several works to explore and transform folk melodies and thematic material.",0.50,0.80,pending
manuel-de-falla-1876,ground-bass,"De Falla used ground bass patterns as a structural device, notably in pieces like 'El amor brujo', to anchor the harmonic and rhythmic framework.",0.50,0.80,pending
ernst-von-dohnanyi-1877,counterpoint,"Dohnányi extensively employed counterpoint in his compositions, reflecting his grounding in late-Romantic and classical traditions.",0.90,1.00,pending
ernst-von-dohnanyi-1877,theme-and-variations,"He frequently used theme and variations form, showcasing his skill in developing melodic material.",0.80,1.00,pending
ernst-von-dohnanyi-1877,sonata-principle,"Dohnányi's works often follow the sonata principle, adhering to classical structural frameworks in his symphonies and chamber music.",0.85,1.00,pending
ernst-von-dohnanyi-1877,modalism,"He incorporated modal elements influenced by Hungarian folk music, blending modal scales with late-Romantic harmonic language.",0.60,0.90,pending
ernst-von-dohnanyi-1877,ostinato,"Ostinato patterns appear in some of his piano and orchestral works, providing rhythmic and harmonic foundation.",0.50,0.80,pending
ottorino-respighi-1879,counterpoint,"Respighi employed counterpoint extensively, especially in his orchestral and chamber works, reflecting his grounding in classical traditions.",0.80,0.90,pending
ottorino-respighi-1879,modalism,"He often used modal scales and modes to evoke ancient or folk atmospheres, notably in his Roman trilogy.",0.70,0.85,pending
ottorino-respighi-1879,ostinato,"Respighi frequently used ostinato patterns to build rhythmic drive and texture in his orchestral compositions.",0.60,0.80,pending
ottorino-respighi-1879,theme-and-variations,"He utilized theme and variations form in several works, showcasing his skill in developing melodic material.",0.50,0.70,pending
ottorino-respighi-1879,sonata-principle,"Respighi's compositions often follow classical sonata principles in their formal structure, especially in his early works.",0.60,0.75,pending
ernest-bloch-1880,modalism,"Bloch frequently employed modal scales and modes to evoke ancient and Jewish musical traditions, which are central to his compositional voice.",0.80,0.90,pending
ernest-bloch-1880,counterpoint,"He used contrapuntal techniques extensively, reflecting his grounding in traditional European compositional methods.",0.70,0.85,pending
ernest-bloch-1880,theme-and-variations,"Bloch often structured movements or entire works around theme and variations, showcasing his classical influences.",0.60,0.80,pending
ernest-bloch-1880,sonata-principle,"His larger works frequently follow sonata form principles, demonstrating his adherence to classical structural frameworks.",0.60,0.80,pending
ernest-bloch-1880,ostinato,"Bloch used ostinato patterns to create rhythmic and harmonic foundations, especially in his more dramatic and evocative pieces.",0.50,0.70,pending
ernest-bloch-1880,atonality,"While not fully atonal, Bloch incorporated atonal passages and harmonic ambiguity to express tension and modernist elements.",0.40,0.70,pending
ernest-bloch-1880,polytonality,"He occasionally used polytonal harmonies to enrich texture and color, reflecting early 20th-century harmonic experimentation.",0.30,0.60,pending
bela-bartok-1881,modalism,"Bartók extensively used modes derived from folk music, integrating modal scales into his harmonic language.",0.90,1.00,pending
bela-bartok-1881,polyrhythm,"He frequently employed complex polyrhythms inspired by Eastern European folk rhythms.",0.80,1.00,pending
bela-bartok-1881,counterpoint,"Bartók used contrapuntal textures, often combining multiple independent melodic lines in his compositions.",0.70,1.00,pending
bela-bartok-1881,ostinato,"Repetitive rhythmic and melodic patterns (ostinati) are common in his works, providing structural and textural foundation.",0.70,1.00,pending
bela-bartok-1881,theme-and-variations,"Bartók employed theme and variations form in several works, elaborating folk themes through variation techniques.",0.60,0.90,pending
bela-bartok-1881,sonata-principle,"He used sonata form structures in his larger works, adapting classical forms with modern harmonic language.",0.60,0.90,pending
bela-bartok-1881,extended-techniques,"Bartók explored extended instrumental techniques, such as unusual bowing and percussive effects on string instruments.",0.50,0.80,pending
bela-bartok-1881,atonality,"While not fully atonal, Bartók incorporated atonal passages and dissonant harmonies as part of his modernist style.",0.50,0.80,pending
bela-bartok-1881,polytonality,"Bartók occasionally used polytonal harmonies, layering different tonal centers simultaneously.",0.40,0.70,pending
george-enescu-1881,counterpoint,"Enescu extensively used counterpoint in his compositions, reflecting his deep grounding in classical and baroque traditions.",0.80,1.00,pending
george-enescu-1881,sonata-principle,"Many of Enescu's works, including his symphonies and chamber music, follow the sonata principle in their formal structure.",0.70,1.00,pending
george-enescu-1881,modalism,"Enescu incorporated modal scales and modes derived from Romanian folk music, which influenced his harmonic language.",0.60,0.90,pending
george-enescu-1881,polyrhythm,"He used polyrhythms inspired by Romanian folk rhythms to create complex rhythmic textures.",0.50,0.80,pending
george-enescu-1881,theme-and-variations,"Enescu employed theme and variations form in several works, showcasing his skill in developing melodic material.",0.50,0.90,pending
george-enescu-1881,ostinato,"Ostinato patterns appear in his compositions, often to evoke folk dance rhythms and create rhythmic drive.",0.40,0.80,pending
igor-stravinsky-1882,polyrhythm,"Stravinsky frequently employed complex polyrhythms, especially in works like The Rite of Spring, to create rhythmic tension and drive.",0.90,1.00,pending
igor-stravinsky-1882,polytonality,"He used polytonality by layering different keys simultaneously, notably in works such as Petrushka.",0.80,1.00,pending
igor-stravinsky-1882,ostinato,"Ostinato patterns are a hallmark of his style, providing repetitive rhythmic and melodic cells, especially in early ballets.",0.85,1.00,pending
igor-stravinsky-1882,counterpoint,"Stravinsky incorporated counterpoint extensively, particularly in his neoclassical period, blending traditional contrapuntal techniques with modern harmonies.",0.70,1.00,pending
igor-stravinsky-1882,serialism,"In his later works, Stravinsky adopted serialism, applying twelve-tone techniques in compositions like Agon and Threni.",0.60,0.95,pending
igor-stravinsky-1882,modalism,"He often used modal scales and modes, especially in his early Russian period and neoclassical works, to evoke folk and archaic sounds.",0.70,1.00,pending
karol-szymanowski-1882,modalism,"Szymanowski extensively used modal scales and modes inspired by folk music and early music traditions, especially in his middle period works.",0.80,1.00,pending
karol-szymanowski-1882,polyrhythm,"He incorporated complex rhythmic structures and polyrhythms influenced by Eastern and Mediterranean music.",0.60,0.90,pending
karol-szymanowski-1882,counterpoint,"Szymanowski employed counterpoint in his chamber and vocal works, reflecting his grounding in traditional compositional techniques.",0.50,0.80,pending
karol-szymanowski-1882,ostinato,"Use of repeated rhythmic and melodic patterns (ostinato) is evident in several piano and orchestral pieces to create hypnotic effects.",0.50,0.80,pending
karol-szymanowski-1882,theme-and-variations,"He used theme and variations form in some works, showcasing his interest in classical forms blended with modern harmonic language.",0.40,0.70,pending
karol-szymanowski-1882,atonality,"Later works show increasing use of atonal harmonies and ambiguous tonal centers, though not fully serial or twelve-tone.",0.30,0.70,pending
percy-grainger-1882,folk-music-influence,"Grainger extensively incorporated folk melodies and modal scales from English, Scandinavian, and Australian folk music into his compositions, emphasizing modalism.",0.80,0.90,pending
percy-grainger-1882,modalism,"He used modal scales derived from folk traditions rather than traditional major/minor tonality, which was central to his harmonic language.",0.70,0.95,pending
percy-grainger-1882,counterpoint,"Grainger employed contrapuntal textures in his arrangements and original works, often layering folk melodies in polyphonic ways.",0.50,0.80,pending
percy-grainger-1882,ostinato,"He frequently used repeating rhythmic and melodic patterns (ostinati) to create rhythmic drive and texture in his pieces.",0.60,0.85,pending
percy-grainger-1882,theme-and-variations,"Grainger composed works based on folk themes that he developed through variations, showcasing his interest in thematic transformation.",0.50,0.80,pending
zoltan-kodaly-1882,modalism,"Kodály extensively used modal scales and folk modes inspired by Hungarian folk music, which formed a core part of his compositional language.",0.90,1.00,pending
zoltan-kodaly-1882,counterpoint,"He employed contrapuntal techniques influenced by Renaissance and Baroque music, integrating them with folk elements.",0.70,0.90,pending
zoltan-kodaly-1882,ostinato,"Kodály used ostinato patterns, often derived from folk rhythms, to create rhythmic drive and structural coherence.",0.60,0.80,pending
zoltan-kodaly-1882,theme-and-variations,"He frequently used theme and variations form, especially in works that explore folk melodies through developmental techniques.",0.50,0.80,pending
zoltan-kodaly-1882,cantus-firmus,"Kodály incorporated cantus firmus techniques, often using folk tunes as a fixed melodic line around which other parts are composed.",0.40,0.70,pending
zoltan-kodaly-1882,polyrhythm,"His music sometimes features complex rhythmic layering and polyrhythms inspired by traditional Hungarian and Eastern European folk music.",0.40,0.70,pending
edgard-varese-1883,atonality,"Varèse extensively used atonality to break away from traditional tonal centers and create new sound worlds.",0.90,1.00,pending
edgard-varese-1883,electronic,"He was a pioneer in incorporating electronic sounds and instruments into his compositions, notably in works like 'Poème électronique'.",0.80,1.00,pending
edgard-varese-1883,extended-techniques,"Varèse employed extended instrumental techniques to explore new timbres and sonic possibilities beyond conventional playing methods.",0.70,0.90,pending
edgard-varese-1883,polyrhythm,"He used complex polyrhythms to create intricate rhythmic textures and drive the momentum of his music.",0.60,0.80,pending
edgard-varese-1883,musique-concrete,"Varèse integrated musique concrète elements by manipulating recorded sounds and incorporating them into his electronic compositions.",0.50,0.70,pending
anton-webern-1883,serialism,"Webern was a key figure in the development of twelve-tone serialism, using strict tone rows to structure pitch material in his compositions.",1.00,1.00,pending
anton-webern-1883,atonality,"His early works and mature style are characterized by atonality, avoiding traditional tonal centers and harmonic functions.",0.90,1.00,pending
anton-webern-1883,counterpoint,"Webern employed intricate counterpoint, often in very concise and pointillistic textures, reflecting his deep study of earlier contrapuntal techniques.",0.70,0.90,pending
anton-webern-1883,through-composed,"Many of Webern's pieces are through-composed, avoiding repetition and traditional forms to create continuous development.",0.60,0.80,pending
anton-webern-1883,extended-techniques,"He occasionally used extended instrumental techniques to explore new timbres and sonorities within his concise works.",0.40,0.70,pending
arnold-bax-1883,modalism,"Arnold Bax frequently employed modal scales and modes to evoke a mystical and pastoral atmosphere in his music, reflecting Celtic and English folk influences.",0.80,0.90,pending
arnold-bax-1883,counterpoint,"Bax used contrapuntal textures to develop thematic material and create rich, interwoven lines characteristic of his orchestral and chamber works.",0.70,0.85,pending
arnold-bax-1883,leitmotif,"He often used recurring motifs to represent ideas or characters, especially in his tone poems and programmatic works.",0.60,0.80,pending
arnold-bax-1883,sonata-principle,"Bax's larger works frequently follow sonata form structures, organizing thematic development and recapitulation in a traditional manner.",0.70,0.85,pending
arnold-bax-1883,ostinato,"He occasionally used repeated rhythmic or melodic patterns to build tension and atmosphere in his compositions.",0.50,0.70,pending
arnold-bax-1883,theme-and-variations,"Bax composed works employing theme and variations to explore and transform melodic material with expressive depth.",0.50,0.70,pending
alban-berg-1885,serialism,"Berg was a key figure in the Second Viennese School and used twelve-tone serialism extensively, especially in works like the Lyric Suite and the Violin Concerto.",0.90,1.00,pending
alban-berg-1885,atonality,"Before fully adopting serialism, Berg composed atonal music, evident in early works such as the Three Orchestral Pieces and Wozzeck.",0.80,1.00,pending
alban-berg-1885,counterpoint,"Berg employed contrapuntal techniques within his serial and atonal frameworks, integrating traditional counterpoint with modern harmonic language.",0.70,0.90,pending
alban-berg-1885,leitmotif,"In operas like Wozzeck and Lulu, Berg used leitmotifs to represent characters and ideas, blending expressionist drama with motivic development.",0.60,0.90,pending
alban-berg-1885,polytonality,"Berg occasionally used polytonal effects, especially in his earlier works, to create harmonic tension and color.",0.40,0.70,pending
heitor-villa-lobos-1887,polyrhythm,"Villa-Lobos frequently incorporated complex rhythmic structures and overlapping rhythms inspired by Brazilian folk music.",0.80,0.90,pending
heitor-villa-lobos-1887,counterpoint,"He used contrapuntal textures extensively, blending European classical traditions with Brazilian elements.",0.70,0.85,pending
heitor-villa-lobos-1887,modalism,"Villa-Lobos often employed modal scales derived from Brazilian folk music and indigenous sources.",0.60,0.80,pending
heitor-villa-lobos-1887,ostinato,"Repetitive rhythmic and melodic patterns are common in his works, reflecting folk and popular music influences.",0.60,0.80,pending
heitor-villa-lobos-1887,theme-and-variations,"He used theme and variations form in several compositions, developing folk melodies through variation techniques.",0.50,0.70,pending
heitor-villa-lobos-1887,sonata-principle,"Villa-Lobos incorporated sonata form structures in his larger orchestral and chamber works, blending classical forms with Brazilian idioms.",0.50,0.70,pending
bohuslav-martinu-1890,counterpoint,"Martinů frequently employed contrapuntal textures, integrating multiple independent melodic lines in his compositions.",0.80,1.00,pending
bohuslav-martinu-1890,polyrhythm,"He often used complex rhythmic layering and polyrhythms, reflecting his interest in rhythmic vitality and folk influences.",0.70,0.90,pending
bohuslav-martinu-1890,modalism,"Martinů incorporated modal scales and modes derived from Czech folk music traditions in his harmonic language.",0.60,1.00,pending
bohuslav-martinu-1890,ostinato,"Repetitive ostinato patterns are a common feature in his works, providing rhythmic and harmonic drive.",0.60,0.90,pending
bohuslav-martinu-1890,sonata-principle,"He used sonata form structures in many of his larger works, adhering to classical formal principles with his own modern twist.",0.50,0.80,pending
bohuslav-martinu-1890,theme-and-variations,"Martinů composed works based on theme and variations, showcasing his skill in developing melodic material.",0.40,0.70,pending
bohuslav-martinu-1890,polytonality,"At times, Martinů explored polytonal harmonies, layering different tonal centers simultaneously.",0.30,0.60,pending
jacques-ibert-1890,counterpoint,"Ibert employed counterpoint in his orchestral and chamber works, reflecting his solid grounding in traditional compositional methods.",0.70,0.90,pending
jacques-ibert-1890,theme-and-variations,"He often used theme and variations form, notably in works like his 'Histoires' and other character pieces.",0.60,0.80,pending
jacques-ibert-1890,sonata-principle,"Ibert's larger works frequently follow classical sonata form structures, demonstrating his neoclassical tendencies.",0.70,0.85,pending
jacques-ibert-1890,modalism,"He incorporated modal elements to evoke color and atmosphere, blending traditional tonality with modal inflections.",0.50,0.70,pending
jacques-ibert-1890,polyrhythm,"Ibert occasionally used polyrhythms to add rhythmic complexity and vitality to his music.",0.40,0.60,pending
sergei-prokofiev-1891,polyrhythm,"Prokofiev frequently employed polyrhythms to create rhythmic complexity and drive in his compositions, especially in his piano works and ballets.",0.70,0.90,pending
sergei-prokofiev-1891,counterpoint,"He used counterpoint extensively, drawing on classical traditions to develop intricate textures and interplay between voices.",0.60,0.95,pending
